No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations
1,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">DEEP2 13100072</a>",214.85535,52.81476,G,501553.00,1.673,PUN,23.9R,0.023,6,0,0,3,2,0,0
2,"<a HREF=""#"" onclick=""getObjectSearchInfo(jQuery, 2, this); return false;"">DEEP2 13003491</a>",214.85462,52.81431,G,259920.00,0.867,PUN,23.9R,0.028,6,0,22,5,3,0,0
